Título,Resumen,Etiquetas,Enlace
All the Young Dudes - Sirius's Perspective,"this is an ATYD fanfic first!!! and a harry potter fanfic only by necessity. this is literally just me rewriting each chapter of atyd but from Sirius's perspective bc i love this story so much and can't get enough of it. all credit for the original work goes to MsKingBean89 and if for some reason you've stumbled upon this without reading the original ATYD first, please go do that!! Read the original here8/24/23PLEASE DON'T POST MY FICS ON GOODREADS/STORYGRAPHS/ETC.PLEASE DON'T REPOST MY WORKS ON ANY OTHER SITES.PLEASE DON'T PRINT OR BIND MY WORKS USING THIRD PARTY SITES THAT MAKE A PROFIT - DO IT BY HAND OR NOT AT ALL. DO NOT SELL BOUND COPIES OF MY FICS.","Mature, Graphic Depictions Of Violence, Major Character Death, No Archive Warnings Apply, M/M, All the Young Dudes - Fandom, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Regulus Black, Lily Evans Potter, Marlene McKinnon, Mary Macdonald, Bellatrix Black Lestrange, Narcissa Black Malfoy, Minerva McGonagall, Albus Dumbledore, Walburga Black, Orion Black, Filius Flitwick, Severus Snape, Horace Slughorn, Poppy Pomfrey, Frank Longbottom, Alice Longbottom, Gideon Prewett (Harry Potter), Fabian Prewett, Arthur Weasley, Caradoc Dearborn, Emmeline Vance, Dorcas Meadowes, Alastor ""Mad-Eye"" Moody, Fleamont Potter, Euphemia Potter, Molly Weasley, Harry Potter, Ron Weasley, Hermione Granger, Fred Weasley, George Weasley, Ginny Weasley, Nymphadora Tonks, Andromeda Black Tonks, Marauders, Marauders Era (Harry Potter), Marauders Friendship (Harry Potter), Slow Burn, Friends to Lovers, fanfic of a fanfic, i would die for mskingbean89, Inspired by All the Young Dudes - MsKingBean89, Angst, Fluff, Fluff and Angst, Requited Love, Canon Compliant, First Kiss, First War with Voldemort, Domestic Violence, Abuse, Mutual Pining, Internalized Homophobia, wolfstar",https://archiveofourown.org/works/34577035
Wait and Hope,"“Harry,” Hermione began, voice very controlled, but she could feel the blade of panic slicing at her vocal cords. “Why was Draco Malfoy just screaming bloody murder about his,” and the word almost strangled her as she said it, “wife?”Harry's green eyes blew wide. Healer Lucas pinched the bridge of her nose, clearly displeased with the recent series of events.“He was referring to you, my dear,” she said. “That was the other question you got wrong. Your name is Hermione Jean Granger-Malfoy.”Hermione had to be sedated again.
[In which Hermione loses the last six year's worth of her memories, including the entirety of her relationship and marriage to Draco.]","Mature, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Hermione Granger, Draco Malfoy, Harry Potter, Ginny Weasley, Ron Weasley, Lavender Brown, Theodore Nott, Blaise Zabini, Pansy Parkinson, Memory Loss, Romance, Slow Burn, draco is trying so hard, hermione is so confused, harry is so harry, ginny is tired because toddlers, ron is very uncomfortable, lavender is there, pansy goes nuclear, theo is trawling for a boyfriend, blaise just wants to have a drink",https://archiveofourown.org/works/22818646?view_full_work=true#kudos
Full circle,"(aka 'how to survive endless rebirth with your so-called soulmate')Harry and Tom’s souls are tied together. Which is why they’re in this endless loop of rebirth. At some point, they stopped caring and just started fucking with people.(cracky humor with a hint of seriousness and plot, my specialty)","Not Rated, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle | Voldemort, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle | Voldemort, Alternate Universe, A different kind of soulmate, Master of Death Harry Potter, Reincarnation, Humor, Crack Treated Seriously, Background Relationships",https://archiveofourown.org/works/6614155?view_full_work=true#kudos
Then Comes a Mist and a Weeping Rain,It always rains for Draco Malfoy. Metaphorically. And literally. Ever since he had accidentally Conjured a cloud. A cloud that's ever so cross.,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Gregory Goyle, Millicent Bulstrode, Ernie Macmillan, Hermione Granger, Ron Weasley, Humor, Romance, Hogwarts Eighth Year, HP: EWE, Post - Deathly Hallows, Complete",https://archiveofourown.org/works/234222?show_comments=true#comments
Then Comes a Mist and a Weeping Rain,It always rains for Draco Malfoy. Metaphorically. And literally. Ever since he had accidentally Conjured a cloud. A cloud that's ever so cross.,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Gregory Goyle, Millicent Bulstrode, Ernie Macmillan, Hermione Granger, Ron Weasley, Humor, Romance, Hogwarts Eighth Year, HP: EWE, Post - Deathly Hallows, Complete",https://archiveofourown.org/works/234222
survival is a talent,"In the middle of their second year, Draco and Harry discover they're soulmates and do their best to keep it a secret from everyone. Their best isn't perfect. ~“Are you trying to get killed, Potter?” Malfoy drawls, stalking forward. Quick as a serpent himself, he reaches out and grabs the snake just below the head. It thrashes in his grip, but is no longer able to bite anyone. “This is a poisonous snake, and I doubt anyone brought a bezoar with them.” Harry glares. He opens his mouth, and feels the beginning the snake’s language pass his lips, and this isn’t what he wants, what’s the point of insulting Malfoy if he can’t understand him – Malfoy’s eyes widen. He slaps his hand over Harry’s mouth, “Potter, what the hell–”~(Now with a TV Tropes page!)","Teen And Up Audiences, Creator Chose Not To Use Archive Warnings, Gen, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Blaise Zabini, Millicent Bulstrode, Lucius Malfoy, Narcissa Black Malfoy, Ginny Weasley, Remus Lupin, Sirius Black, Soulmate AU, Indian Harry Potter, Black Hermione Granger, canon? i don't know her, Slow Build, Lucius Malfoy is a bad person but a good father, Parselmouth Harry Potter, Smart Draco Malfoy, I'm offended that's a tag OF COURSE he's smart, sometimes bad things happen, but this fic isn't out to hurt you, Secret Relationship, Slytherins and Gryffindors being reluctant friends, Plotty, suprising lack of focus on soulmates for a soulmate au",https://archiveofourown.org/works/12006417
Remain Nameless,"How did it feel? It felt like he was barely holding it together. She, of all people, should shun him. Or yell at him. Curse him. Spit at him. Take out her wand and blast him off the face of the earth. It was crushing guilt and relief and confusion all at once when he looked at Hermione Granger.The monotony of Draco’s daily routine had become both a lifeline and a noose. But this new habit of grabbing coffee with Hermione Granger is quickly becoming a reason to get out of bed and is unfortunately forcing him to re-evaluate his inconsequential existence.Hermione is living her life in fragments, separate pieces scattered about, and she can’t find a way to step back and let the full picture form. Why are morning meetings with Draco Malfoy the only thing that make sense anymore?","Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Padma Patil/Ron Weasley, Theodore Nott, Narcissa Black Malfoy, Luna Lovegood, Original Characters, Susan Bones, Weasley Family (Harry Potter), Astoria Greengrass, Pansy Parkinson, Minerva McGonagall, Dennis Creevey, Parvati Patil, Romance, Angst, Fluff and Angst, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Slow Burn, Friends to Lovers, Mutual Pining, POV Draco Malfoy, POV Hermione Granger, Post-Traumatic Stress Disorder - PTSD, Past Drug Addiction, Healing, Sexual Content, Explicit Language, Cross-Posted on FanFiction.Net, Explicit Sexual Content, Enthusiastic Consent, Slow Romance, blueberry scones, Suicidal Thoughts, Cross-Posted on Wattpad, Angst with a Happy Ending, HEA",https://archiveofourown.org/works/23875939?view_full_work=true#kudos
you've got the antidote for me,"When Harry Potter unintentionally severs their soulbond before it can fully form, Draco Malfoy resigns himself to a slow death and decides not to burden Harry with a soulmate he's made it very clear he doesn't want.He's never been selfless before, but for Harry, he can try.","Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Penelope Clearwater, Alternate Universe - Soulmates, Soul Bond, Red String of Fate, Heavy Angst, Terminal Illnesses, Major Illness, Angst with a Happy Ending",https://archiveofourown.org/works/16138103
Right Hand Red,"Harry felt Malfoy's breath on his lips as they came together over the bottle, hands firmly planted on the floor as though they each needed their familiar soil, refusing to cross into enemy territory. Except that Malfoy no longer felt like his enemy.  Malfoy felt inevitable.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson, Seamus Finnigan, Ginny Weasley, Neville Longbottom, Luna Lovegood, Millicent Bulstrode, Dean Thomas, Blaise Zabini, Parvati Patil, Padma Patil, Portrait Severus Snape, Gordon the Ferret, OMC, Minerva McGonagall, Hogwarts Eighth Year, Unresolved Sexual Tension, Unresolved Romantic Tension, Bottom Draco, future switching, Party Games, Drunkenness, Hand Jobs, Blow Jobs, Anal Sex, First Time, Loss of Virginity, Secret Relationship, Angst and Humor",https://archiveofourown.org/works/3178065?show_comments=true&view_full_work=true#comments
The Cadence of Part-time Poets,"“They’re… chaos,” Remus said firmly. “And chaos is—”“Rock and roll.”He looked at Sirius sharply, and for once, matched his grin. “Yeah.”“Maybe that’s my excuse then,” Sirius said. “I cause a bit of chaos now, and maybe one day, it’ll turn into rock and roll.”After losing his mother at age eleven, Remus has spent the better part of the last four years bouncing from school to school or else running around London and pretending as though he wasn't the kind of well-bred boy his father brought him up to be. Now, with his chances all run out, Remus is sent to Hawkings Independent School as a last-ditch effort to clean up his act. There he meets the very people who will set up the rest of his life, and is forced to confront the pieces of himself he'd long thought had been lost.(genuinely not apologising for the slow-burn in this fic anymore. You've been warned <3)","Mature, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Peter Pettigrew, Lily Evans Potter, Mary Macdonald, Marlene McKinnon, Minerva McGonagall, Lyall Lupin, Severus Snape, Regulus Black, Dorcas Meadowes, Original Characters, Alternate Universe - Boarding School, Alternate Universe - Rock Band, Band Fic, Marauders Era (Harry Potter), Marauders, wolfstar, jily, POV Remus Lupin, Muggle AU, Recreational Drug Use, Bisexual Remus Lupin, Gay Sirius Black, Lesbian Marlene McKinnon, Hurt/Comfort, Angst with a Happy Ending, Alternate Universe - Muggle, Boarding School, Aromantic Mary Macdonald, Mental Health Issues, Coming of Age, Remus has undiagnosed BPD/Bipolar II Disorder, And experiences intrusive thoughts, But it does not take over the entire fic, Slow Burn, It’s a slow burn. Slow fucking burn. Please take this to heart I mean it, But Remus is taller",https://archiveofourown.org/works/30652973
survival is a talent,"In the middle of their second year, Draco and Harry discover they're soulmates and do their best to keep it a secret from everyone. Their best isn't perfect. ~“Are you trying to get killed, Potter?” Malfoy drawls, stalking forward. Quick as a serpent himself, he reaches out and grabs the snake just below the head. It thrashes in his grip, but is no longer able to bite anyone. “This is a poisonous snake, and I doubt anyone brought a bezoar with them.” Harry glares. He opens his mouth, and feels the beginning the snake’s language pass his lips, and this isn’t what he wants, what’s the point of insulting Malfoy if he can’t understand him – Malfoy’s eyes widen. He slaps his hand over Harry’s mouth, “Potter, what the hell–”~(Now with a TV Tropes page!)","Teen And Up Audiences, Creator Chose Not To Use Archive Warnings, Gen, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Blaise Zabini, Millicent Bulstrode, Lucius Malfoy, Narcissa Black Malfoy, Ginny Weasley, Remus Lupin, Sirius Black, Soulmate AU, Indian Harry Potter, Black Hermione Granger, canon? i don't know her, Slow Build, Lucius Malfoy is a bad person but a good father, Parselmouth Harry Potter, Smart Draco Malfoy, I'm offended that's a tag OF COURSE he's smart, sometimes bad things happen, but this fic isn't out to hurt you, Secret Relationship, Slytherins and Gryffindors being reluctant friends, Plotty, suprising lack of focus on soulmates for a soulmate au",https://archiveofourown.org/works/12006417?show_comments=true&view_full_work=true#comments
Temptation on the Warfront,"Draco Malfoy is forced into hiding with the Golden Trio and dragged into their search for horcruxes. What ensues is a journey of redemption, unexpected friendships and an unwanted, turbulent romance with Harry Potter. Warnings for swearing, sexual content, and dark themes.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Implied Hermione Granger/Ron Weasley - Relationship, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Remus Lupin, Blaise Zabini, Luna Lovegood, Antonin Dolohov, Horcrux Hunting, Romance, Male Slash, Adventure, Angst and Humor, Deathly Hallows AU, First Time, Sexual Content, Sexual Tension, Snark, Love/Hate, Friendship/Love, POV Switching, Hand Jobs, Unresolved Sexual Tension, Slow Burn, Slash, Alternate Canon",https://archiveofourown.org/works/4373594
The Darkening of Your Soul,"Harry deals with a dead bug, evades his friends' questions and meets with Tom, which has unexpected consequences.","Mature, Underage Sex, M/M, Harry Potter - J. K. Rowling, Harry Potter/Tom Riddle, Harry Potter/Tom Riddle | Voldemort, Harry Potter/Voldemort, Harry Potter, Tom Riddle, Lord Voldemort, Luna Lovegood, Albus Dumbledore, Severus Snape, Draco Malfoy, Neville Longbottom, Blaise Zabini, Theodore Nott, Daphne Greengrass, Pansy Parkinson, Ernie Macmillan, Justin Finch-Fletchley, Tracey Davis (Harry Potter), Susan Bones, Hannah Abbott, Peter Pettigrew, Sirius Black, Remus Lupin, Kreacher (Harry Potter), Ron Weasley, Hermione Granger, Minerva McGonagall, Bartemius Crouch Jr., Enemies to Friends to Lovers, Time Travel, Time Travel Fix-It, Alternate Universe - Time Travel, Do-Over, Fix-It, Fix-It of Sorts, Eventual Smut, Eventual Happy Ending, Master of Death Harry Potter, Bottom Harry, Morally Grey Harry Potter, Consensual Underage Sex, eventually, Sane Tom Riddle, Possessive Tom Riddle, Top Tom Riddle, Idiots in Love, Harry Potter is a Horcrux, Harry Potter is So Done, Harry Potter is a Brat, Harry Potter is Bad at Feelings, BAMF Neville Longbottom, Neville Longbottom is a Good Friend, No character bashing, BAMF Luna Lovegood, Luna Lovegood is a Good Friend, Manipulative Albus Dumbledore, Misguided Albus Dumbledore, Angst and Humor, Maybe some character bashing, Slytherin Harry Potter, Good Slytherins, Slytherins Being Slytherins, Oblivious Harry Potter, Sane Voldemort (Harry Potter), Somewhat Good Voldemort (Harry Potter), Harry Potter is the Heir to the House of Black, POV Harry Potter, Post-Traumatic Stress Disorder - PTSD, Mental Health Issues, Past Child Abuse, do not copy story to another website",https://archiveofourown.org/works/22230682/chapters/115506715
Slithering,"Draco found the nest down in the Manor’s cellars, while he was clearing them out.","Explicit, Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Narcissa Black Malfoy, Lucius Malfoy, Hermione Granger, Andromeda Black Tonks, Post-War, aftermath of war, Reconciliation, Courtship, Snakes",https://archiveofourown.org/works/7548181#kudos
Evitative,Resumen no encontrado,"Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger & Harry Potter, Sirius Black & Harry Potter, Pansy Parkinson & Harry Potter, Draco Malfoy & Harry Potter, Harry Potter & Blaise Zabini, Harry Potter, Draco Malfoy, Hermione Granger, Sirius Black, Pansy Parkinson, Blaise Zabini, Theodore Nott, Daphne Greengrass, Slytherin Harry Potter, Dark Arts, Hogwarts Fifth Year, Dark Harry Potter, Slytherins Being Slytherins, Alternate Hogwarts House Sorting, Re-Sorting, Dark Magic, Slow Burn, Slytherin Pride, Protective Slytherins, Pureblood Politics (Harry Potter), Bigotry & Prejudice",https://archiveofourown.org/works/20049589/chapters/54419377
Who Shagged Harry Potter?,"One beautiful sunny Sunday the Slytherins wake up after a raunchy night only to discover a very naked Harry Potter sleeping in their dormitory. Naturally, they ask themselves a logical question: Who the hell shagged him?","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Blaise Zabini, Theodore Nott, Gregory Goyle, Smut, Humor, Hogwarts Eighth Year",https://archiveofourown.org/works/392041?show_comments=true#comments
Wait and Hope,"“Harry,” Hermione began, voice very controlled, but she could feel the blade of panic slicing at her vocal cords. “Why was Draco Malfoy just screaming bloody murder about his,” and the word almost strangled her as she said it, “wife?”Harry's green eyes blew wide. Healer Lucas pinched the bridge of her nose, clearly displeased with the recent series of events.“He was referring to you, my dear,” she said. “That was the other question you got wrong. Your name is Hermione Jean Granger-Malfoy.”Hermione had to be sedated again.
[In which Hermione loses the last six year's worth of her memories, including the entirety of her relationship and marriage to Draco.]","Mature, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Hermione Granger, Draco Malfoy, Harry Potter, Ginny Weasley, Ron Weasley, Lavender Brown, Theodore Nott, Blaise Zabini, Pansy Parkinson, Memory Loss, Romance, Slow Burn, draco is trying so hard, hermione is so confused, harry is so harry, ginny is tired because toddlers, ron is very uncomfortable, lavender is there, pansy goes nuclear, theo is trawling for a boyfriend, blaise just wants to have a drink",https://archiveofourown.org/works/22818646
Written on the Heart,"Harry doesn’t mind that so many Slytherins from his year have returned to finish their NEWTs, really he doesn’t. It’s just – do they have to be so friendly? He’s not prejudiced, really he’s not. It’s just – they’ve got to be up to something, right? Unnerved by the attention he’s attracting from everyone – the Slytherins are the least of it, to be fair – and struggling with a raft of changes to Hogwarts itself, Harry wishes he could be happy that one constant remains: Draco Malfoy really fucking hates him.When he’s hit by an illegal love-spell though, Harry finds he has more to worry about than whether or not Blaise Zabini actually wants to be his friend. For if everyone affected has been blessed – or cursed, by the look on Malfoy’s face – with a magical tattoo revealing the name of their soulmate, what does it mean that Harry’s skin remains completely bare?","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Blaise Zabini, Pansy Parkinson, Millicent Bulstrode, Gregory Goyle, Theodore Nott, Luna Lovegood, Hogwarts Eighth Year, Soulmarks, Slow Burn, flangst, Community: hd_erised, Slytherins, Families of Choice, Falling In Love, Pining, Bad Dreams, HP: EWE, getting drunk, copious swearing, Sarcasm, Muggle Studies, Muggle Fine Dining, wanking, sucking cock, Angst, Bad Decisions, Unexpected friendships, Teasing, Coming Out, Kissing, Famous Harry Potter, UST, Happy Ending, Blaise Zabini's dubious porn collection, Clubbing",https://archiveofourown.org/works/9065263?show_comments=true&view_full_work=true#comments
Running on Air,Draco Malfoy has been missing for three years. Harry is assigned the cold case and finds himself slowly falling in love with the memories he collects.,"Teen And Up Audiences, No Archive Warnings Apply, Multi, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry/Ginny, past Draco/Astoria, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Astoria Greengrass, Ginny Weasley, Mystery, Drama, Friendship, Slow Burn, Romance",https://archiveofourown.org/works/3171550?show_comments=true&view_full_work=true#comments
that’s the art of getting by,Resumen no encontrado,"Mature, No Archive Warnings Apply, Gen, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, Remus Lupin, Sirius Black, Harry Potter, Molly Weasley, Minerva McGonagall, Albus Dumbledore, Arthur Weasley, Post-Marauders Era (Harry Potter), Post-First War with Voldemort, Raising Harry Potter, POV Remus Lupin, Remus Lupin Raises Harry Potter, Alternate Universe - Canon Divergence, Depression, Sirius Black Free from Azkaban, Sirius Black and Remus Lupin Raise Harry Potter, Slow Build, Marauders Era (Harry Potter), Implied/Referenced Child Abuse, First War with Voldemort, Alternate Universe, Unhealthy Coping Mechanisms, Angst, Angst with a Happy Ending",https://archiveofourown.org/works/27300139/chapters/81400102
Evitative,"In the summer before his fifth year at Hogwarts, Harry is drawn to a room in Grimmauld Place. Like the Gryffindor he is, he enters the room without fear. The room is a library, and Harry is surprised to find that he’s eager to learn. Then he gets the bad news: he’s been accidentally expelled from Hogwarts, and he needs to be sorted again. Everyone is confident that he’ll go straight back to Gryffindor, but with what he's been learning, Harry’s not so sure.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger & Harry Potter, Sirius Black & Harry Potter, Pansy Parkinson & Harry Potter, Draco Malfoy & Harry Potter, Harry Potter & Blaise Zabini, Harry Potter, Draco Malfoy, Hermione Granger, Sirius Black, Pansy Parkinson, Blaise Zabini, Theodore Nott, Daphne Greengrass, Slytherin Harry Potter, Dark Arts, Hogwarts Fifth Year, Dark Harry Potter, Slytherins Being Slytherins, Alternate Hogwarts House Sorting, Re-Sorting, Dark Magic, Slow Burn, Slytherin Pride, Protective Slytherins, Pureblood Politics (Harry Potter), Bigotry & Prejudice",https://archiveofourown.org/works/20049589?view_full_work=true#kudos
Measure Of A Man,Resumen no encontrado,"Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Theodore Nott, Daphne Greengrass, Harry Potter, Padma Patil, Pansy Parkinson, Ginny Weasley, Susan Bones, Parvati Patil, Cho Chang, Blaise Zabini, Mr Granger (Harry Potter), Mrs Granger (Harry Potter), Ron Weasley, Neville Longbottom, Narcissa Black Malfoy, Cormac McLaggen's Uncle Tiberius, Percy Weasley, Scorpius Malfoy, Cormac McLaggen, Kingsley Shacklebolt, Luna Lovegood, Dean Thomas, Andromeda Black Tonks, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Romance, Slow Burn, Angst, POV Hermione Granger, Healer Hermione Granger, Blood and Injury, BAMF Hermione Granger, Past Hermione Granger/Ron Weasley, Gardens & Gardening, Grief/Mourning, Dementia, Slow Romance, Dysfunctional Family, Cooking, Angst and Romance, Sexual Tension, Unreliable Narrator, Emotional Hurt/Comfort, Emotional Support Cactus, The Ministry of Magic is Corrupt (Harry Potter), Nothing to Something to Everything, Angst with a Happy Ending, Intimacy, Anxiety Attacks, Domestic Sexual Tension, Terminal Illnesses, Implied/Referenced Terrorism, Draco Malfoy & Harry Potter Friendship, DILF Draco Malfoy, Canon-Typical Violence, Explicit Sexual Content, Emotional Sex, Female Friendship, Angst and Hurt/Comfort, Semi-Public Sex, Cottagecore Hermione, Widower Draco, NSFW Art, Unintentional Emotional Neglect, Gardener Hermione, Auror Draco Malfoy, ...or something like it, Slow Build, But fast timeline, Child Scorpius Malfoy, Competent Draco Malfoy",https://archiveofourown.org/works/26523892/chapters/96318490
Oh God Not Again!,"So maybe everything didn't work out perfectly for Harry. Still, most of his friends survived, he'd gotten married, and was about to become a father. If only he'd have stayed away from the Veil, he wouldn't have had to go back and do everything AGAIN.","General Audiences, No Archive Warnings Apply, Gen, Harry Potter - J. K. Rowling, Hermione Granger & Harry Potter & Ron Weasley, Draco Malfoy & Harry Potter, Neville Longbottom & Harry Potter, Sirius Black & Remus Lupin & Harry Potter, Luna Lovegood & Harry Potter, Harry Potter, Sirius Black, Hermione Granger, Ron Weasley, Neville Longbottom, Draco Malfoy, Severus Snape, Remus Lupin, Luna Lovegood, Cedric Diggory, Percy Weasley, Dobby (Harry Potter), Fred Weasley, George Weasley, Old Fic, Humor, Time Travel, like literally - Freeform, originally posted september13 2008 on ff.net, story completed as of december 22 2009, also I read all comments, of course I read all comments, They're so gratifying after all this time, It's 2024 and I'm still around, Some people thought I died actually, Very Mark Twain of me",https://archiveofourown.org/works/4701869?view_full_work=true#kudos
Running on Air,Draco Malfoy has been missing for three years. Harry is assigned the cold case and finds himself slowly falling in love with the memories he collects.,"Teen And Up Audiences, No Archive Warnings Apply, Multi, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry/Ginny, past Draco/Astoria, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Astoria Greengrass, Ginny Weasley, Mystery, Drama, Friendship, Slow Burn, Romance",https://archiveofourown.org/works/3171550?view_full_work=true#kudos
Dangerous,"Being trapped in a dungeon with Malfoy — who's a werewolf, a former Death Eater, and a giant git — is definitely dangerous. Harry has no reason to be excited. None at all.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Knotting, Trapped, Post-Hogwarts, Auror Harry, Werewolves, Werewolf Draco, Scent Kink, Size Kink, Animal Instincts",https://archiveofourown.org/works/1704125?show_comments=true#comments
The Contract,"The only way Harry can get free of those who wish to use him is to agree to an already made betrothal contract created by Dorea Black-Potter. Will this simple thing change the course of Harry's predestined - at least by Dumbledore - future? Will he remain neutral or will he turn dark after he learns everything Dumbledore's done? Will there be a wedding in future for Rabastan and Harry? Can they have a chance of happiness or will the two Slytherins by nature at least, only presume to use one another? NO UNDERAGE BETWEEN THE MAIN PAIRING!!!!!!!!!!!","Mature, Creator Chose Not To Use Archive Warnings, F/M, M/M, Harry Potter - J. K. Rowling, Rabastan Lestrange/Harry Potter, Rodolphus Lestrange/Sirius Black, past Rodolphus Lestrange/Bellatrix Lestrange, Tom Marvolo Riddle|Lord Slytherin/Bill Weasley, Rabastan Lestrange, Harry Potter, Corvus Lestrange, Rodolphus Lestrange, Tom Riddle | Voldemort, Albus Dumbledore, Hermione Granger, Ronald Weasley, Draco Malfoy, Blaise Zabini, Sirius Black, Padma Patil, Parvati Patil, Severus Snape, Filius Flitwick, Minerva McGonagall, Pomona Sprout, Poppy Pomfrey, Daphne Greengrass, Vincent Crabbe, Gregory Goyle, Ginny Weasley, Bill Weasley, Charlie Weasley, Fred Weasley, George Weasley, Percy Weasley, carrier harry, Mpreg, Molestation of a Minor (Ginny), Teenage Death (Ronald Weasley), Worldbuilding, Wizarding Politics (Harry Potter), Wizarding Culture (Harry Potter), Wizarding Laws (Harry Potter), Harry changes Wizarding Laws, Sane Voldemort (Harry Potter), Mentions of Suicide in Chapter 110",https://archiveofourown.org/works/17361419?show_comments=true&view_full_work=true#comments
Storm in a Teacup,"For reasons he'd rather not think about, Draco is obsessed with Potter's hair. This cannot end well.","Mature, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Hogwarts Eighth Year, Humor, Romance, Fluff",https://archiveofourown.org/works/485218?show_comments=true#comments
Choices,"People make mistakes, but they also make choices. It’s important to James, that difference. He does his best not to confuse the two.","Explicit, Major Character Death, F/M, M/M, F/F, Harry Potter - J. K. Rowling, Regulus Black/James Potter, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, James Potter, Regulus Black, Sirius Black, Remus Lupin, Lily Evans Potter, Peter Pettigrew, Fleamont Potter, Euphemia Potter, Marlene McKinnon, Mary Macdonald, Frank Longbottom, Alice Longbottom, Bellatrix Black Lestrange, Rodolphus Lestrange, Lucius Malfoy, Narcissa Black Malfoy, Jegulus, wolfstar, jily, Marauders, Implied/Referenced Sexual Assault, Canon Compliant, Mild Sexual Content, Canonical Character Death, Angst, Minor Marlene McKinnon/Dorcas Meadowes, Jello-O Shots (this is an integral part of this story)",https://archiveofourown.org/works/30170643?view_full_work=true#kudos
